Image_Name,Class_Label,MSGGGF_0,MSGGGF_1,MSGGGF_2,MSGGGF_3,MSGGGF_4,MSGGGF_5,MSGGGF_6,MSGGGF_7,MSGGGF_8,MSGGGF_9,MSESGF,MSFDMAF,MSSSF,MSSAMF
0003ML0000000950100115E01_DRCL.JPG,0,9980.0,17046.0,12640.0,7942.0,5122.0,3484.0,2546.0,1872.0,1430.0,1079.0,13636.0,3782.2815727394486,12456263.455196947,17326750586.62858
0003ML0000000950100115I01_DRCL.JPG,0,25278.0,20946.0,8635.0,4356.0,2392.0,1456.0,1001.0,591.0,278.0,191.0,7751.0,1572.8791388355899,14442702.61272382,4173039852.136466
0003ML0000000960100116E01_DRCL.JPG,0,12465.0,18439.0,11869.0,7129.0,4553.0,3007.0,2261.0,1685.0,1213.0,863.0,11909.0,3456.136557645652,12248734.302290633,15766323394.79781
0003ML0000000960100116I01_DRCL.JPG,0,29963.0,19041.0,7625.0,3701.0,2112.0,1195.0,645.0,435.0,254.0,148.0,7117.0,1451.5084350143652,14395691.153657638,3951597822.2074413
0003ML0000000970100117E01_DRCL.JPG,0,11745.0,16896.0,12069.0,7709.0,5102.0,3508.0,2528.0,1898.0,1254.0,845.0,12957.0,3531.832384097901,12222607.54484956,16312046895.251535
0003ML0000000970100117I01_DRCL.JPG,0,27248.0,20161.0,8865.0,4312.0,2043.0,1063.0,696.0,440.0,244.0,126.0,8244.0,1477.5344387034315,14527787.553588293,4110479113.1645436
0003ML0000000980100118E01_DRCL.JPG,0,11617.0,19460.0,13195.0,7650.0,4445.0,2886.0,1953.0,1400.0,954.0,634.0,11885.0,3232.361624907902,12205176.455483526,15051495401.412811
0003ML0000000980100118I01_DRCL.JPG,0,31367.0,20707.0,6958.0,2993.0,1431.0,755.0,446.0,286.0,164.0,105.0,6053.0,1304.9100115476213,14736358.666211516,3565025397.939234
0003ML0000001050100125E01_DRCL.JPG,0,14607.0,21435.0,13603.0,7323.0,3849.0,1993.0,1104.0,674.0,357.0,251.0,9401.0,2583.2224101650672,12385019.027987316,12231407306.834084
0003ML0000001130100133E01_DRCL.JPG,0,17891.0,24029.0,12533.0,5686.0,2553.0,1209.0,646.0,384.0,213.0,143.0,6898.0,2263.1309307743827,12692569.047342673,10288078814.878778
0003ML0000001140100134E01_DRCL.JPG,0,12983.0,20375.0,13821.0,7498.0,4324.0,2385.0,1512.0,977.0,564.0,393.0,11114.0,2895.5546712222667,12407466.294162437,13503069925.551292
0003ML0000001150100135E01_DRCL.JPG,0,9179.0,16459.0,13334.0,8614.0,5739.0,3941.0,2647.0,1759.0,1250.0,850.0,15017.0,3609.325202582955,12032722.384615242,16918536113.480648
0003ML0000001150100135I01_DRCL.JPG,0,24700.0,23147.0,9326.0,4050.0,1894.0,898.0,582.0,346.0,188.0,107.0,8205.0,1432.8488838918536,14499822.0039348,3947186963.023972
0003ML0000001160100136E01_DRCL.JPG,0,7092.0,13818.0,12687.0,9500.0,6633.0,4577.0,3279.0,2322.0,1738.0,1217.0,16713.0,4063.963693031196,11815092.84494862,19312235978.000957
0003ML0000001160100136I01_DRCL.JPG,0,20195.0,23043.0,11171.0,5162.0,2498.0,1338.0,870.0,547.0,266.0,165.0,9792.0,1590.6156349972168,13993678.0787704,4481710019.5664015
0003ML0000001170100137E01_DRCL.JPG,0,6465.0,13116.0,12499.0,9394.0,6658.0,4852.0,3470.0,2592.0,1911.0,1371.0,16932.0,4278.126852902593,11468359.815492064,20348872134.865517
0003ML0000001170100137I01_DRCL.JPG,0,19014.0,22417.0,11373.0,5497.0,2972.0,1663.0,1051.0,625.0,358.0,202.0,10527.0,1689.5452102391123,13778508.929862283,4761846673.8319845
