Image_Name,Class_Label,MSGGGF_0,MSGGGF_1,MSGGGF_2,MSGGGF_3,MSGGGF_4,MSGGGF_5,MSGGGF_6,MSGGGF_7,MSGGGF_8,MSGGGF_9,MSESGF,MSFDMAF,MSSSF,MSSAMF
0017MR0000500100100082C00_DRCL.JPG,0,3855.0,7721.0,8759.0,7645.0,5991.0,4479.0,3287.0,2314.0,1600.0,1035.0,14168.0,3977.476489744397,88970209.67775065,12050250425.389078
0017MR0000500110100083C00_DRCL.JPG,0,3231.0,6533.0,7942.0,7268.0,6364.0,5071.0,3698.0,2703.0,1905.0,1353.0,14626.0,4232.9295167937635,93868293.32393345,12829157528.289003
0017MR0000500120100084C00_DRCL.JPG,0,3007.0,6397.0,7808.0,7535.0,6483.0,4993.0,3786.0,2722.0,1898.0,1332.0,14821.0,4255.622942873258,92261538.74093091,13070396865.042027
0017MR0000500320100104C00_DRCL.JPG,0,6190.0,8407.0,7494.0,6453.0,5447.0,4242.0,3192.0,2322.0,1609.0,1066.0,12746.0,3982.807034702404,88384634.94693315,11407429887.685959
0017MR0000500330100105C00_DRCL.JPG,0,6349.0,8270.0,7087.0,6212.0,5210.0,4103.0,3224.0,2426.0,1716.0,1240.0,12427.0,4021.2425383528453,90001748.2388987,11304010033.809788
0017MR0000510000100106C00_DRCL.JPG,0,2901.0,5934.0,7283.0,7191.0,6459.0,5104.0,4006.0,2944.0,2127.0,1489.0,15255.0,4761.116098360873,103267963.97624955,14998715213.515568
0017MR0000510010100107C00_DRCL.JPG,0,3912.0,7688.0,8801.0,7905.0,6274.0,4613.0,3256.0,2084.0,1391.0,870.0,14638.0,3995.5983289408628,87354799.76659814,12480034738.940578
0017MR0000510020100108C00_DRCL.JPG,0,4193.0,8078.0,9022.0,7852.0,6195.0,4442.0,3068.0,1957.0,1355.0,824.0,14130.0,3919.428318090336,86595127.8455925,12163429881.712822
0017MR0000510030100109C00_DRCL.JPG,0,4295.0,8391.0,9144.0,7912.0,6106.0,4252.0,2998.0,1908.0,1235.0,778.0,13929.0,3868.210577502475,86327879.73053169,11912594173.790989
0017MR0000510040100110C00_DRCL.JPG,0,4225.0,8146.0,8837.0,7609.0,5931.0,4302.0,3100.0,2166.0,1360.0,1005.0,14003.0,3915.7822595846205,89576145.12502071,11866649321.021244
0017MR0000510050100111C00_DRCL.JPG,0,4162.0,8129.0,8940.0,7544.0,5940.0,4364.0,3205.0,2080.0,1409.0,949.0,14102.0,3923.466682428987,89731610.1197578,11867593621.398067
0017MR0000510060100112C00_DRCL.JPG,0,4354.0,8480.0,8896.0,7545.0,5816.0,4275.0,3014.0,2039.0,1408.0,859.0,13700.0,3892.003944993875,89403047.45374314,11708678980.373045
0017MR0000510070100113C00_DRCL.JPG,0,4610.0,9005.0,9164.0,7667.0,5572.0,4049.0,2825.0,1923.0,1296.0,810.0,13418.0,3760.9664028701486,87220240.63286185,11232584297.294977
0017MR0000510080100114C00_DRCL.JPG,0,4880.0,8534.0,8520.0,7252.0,5537.0,4082.0,3057.0,2022.0,1490.0,998.0,13300.0,3838.934682764059,92729163.558797,11070937884.2552
0017MR0000510090100115C00_DRCL.JPG,0,4906.0,8498.0,8836.0,7213.0,5542.0,3939.0,2993.0,2075.0,1447.0,989.0,13283.0,3834.2769741559728,91905865.35476269,11093695653.20751
0017MR0000510100100116C00_DRCL.JPG,0,5003.0,9106.0,8991.0,7169.0,5311.0,3891.0,2809.0,1968.0,1303.0,925.0,13202.0,3774.3286955183166,91450019.96192923,10850989381.477152
0017MR0000510110100117C00_DRCL.JPG,0,5019.0,9486.0,9204.0,7214.0,5177.0,3819.0,2635.0,1925.0,1287.0,880.0,12992.0,3722.1179674203804,90172682.55202848,10717147848.02083
0017MR0000510120100118C00_DRCL.JPG,0,5005.0,9092.0,9037.0,7324.0,5483.0,3870.0,2808.0,1909.0,1256.0,829.0,13168.0,3697.3494002939615,90724165.17380217,10522108491.081036
0017MR0000510130100119C00_DRCL.JPG,0,4938.0,8871.0,9061.0,7491.0,5481.0,3964.0,2726.0,1856.0,1269.0,901.0,13232.0,3737.450003673992,91244128.18835281,10662453586.457321
0017MR0000510140100120C00_DRCL.JPG,0,5065.0,9548.0,9224.0,7357.0,5319.0,3763.0,2668.0,1739.0,1177.0,803.0,13076.0,3672.1236911196206,90213547.00906861,10465445246.526958
0017MR0000510150100121C00_DRCL.JPG,0,5000.0,9579.0,9537.0,7480.0,5242.0,3742.0,2632.0,1705.0,1088.0,772.0,13046.0,3600.8978573239756,88841467.5787798,10252116537.90596
0030MR0001350010100768E01_DRCL.JPG,0,6635.0,12198.0,11732.0,9666.0,7325.0,5167.0,3704.0,2735.0,1996.0,1329.0,17605.0,3929.706435485484,11606884.102962628,16418989910.273388
0030MR0001350020100769E01_DRCL.JPG,0,7297.0,12296.0,11789.0,9694.0,7137.0,5173.0,3595.0,2565.0,1835.0,1306.0,17193.0,3936.652490325691,13339488.570496708,16685065275.16116
0039MR0001790010101234E01_DRCL.JPG,0,4200.0,7682.0,8088.0,7677.0,7290.0,6203.0,5427.0,4626.0,3840.0,2929.0,19239.0,4950.491340500072,12725948.54437825,20742997323.418766
0048MR0002170010102695E01_DRCL.JPG,0,4935.0,8667.0,9158.0,8551.0,7614.0,6566.0,5198.0,4040.0,3027.0,2228.0,18627.0,4725.0409045044225,12739330.61880207,20101065070.0384
0049MR0002190130102704E01_DRCL.JPG,0,11009.0,16096.0,12513.0,8214.0,5475.0,3544.0,2426.0,1735.0,1268.0,958.0,13943.0,3249.7853144444734,13049306.955743372,13825290371.66558
0050ML0002300180102166E01_DRCL.JPG,0,7630.0,13989.0,12855.0,9646.0,6781.0,4623.0,3314.0,2318.0,1529.0,1109.0,15611.0,3914.1335094122214,12477520.36628142,18000733108.324123
0050ML0002300190102167E01_DRCL.JPG,0,7359.0,14308.0,13597.0,9943.0,6927.0,4684.0,3210.0,2064.0,1342.0,901.0,15303.0,3830.723928868898,12643853.141402543,18116178547.9285
0050ML0002300200102168E01_DRCL.JPG,0,5466.0,11475.0,11826.0,9683.0,7733.0,6029.0,4341.0,3144.0,2169.0,1512.0,17892.0,4279.757824098406,12775475.066748679,19940236447.951813
0050ML0002300210102169E01_DRCL.JPG,0,6352.0,11136.0,11204.0,9581.0,7289.0,5576.0,4271.0,3250.0,2411.0,1633.0,17370.0,4334.567369372058,12268162.276326597,20036384856.631973
0050MR0002290000102765E01_DRCL.JPG,0,5297.0,10289.0,10532.0,9025.0,7586.0,5875.0,4470.0,3270.0,2563.0,1866.0,18180.0,4597.881986076183,15770435.279084325,20545355247.112453
0050MR0002290010102766E01_DRCL.JPG,0,6299.0,11776.0,11804.0,9972.0,7719.0,5626.0,3924.0,2677.0,1912.0,1289.0,17820.0,3949.94559569244,13087013.714240089,17707243171.500534
0050MR0002290020102767E01_DRCL.JPG,0,7329.0,12193.0,11209.0,9164.0,7220.0,5505.0,3967.0,2841.0,2022.0,1424.0,17019.0,4011.5558450037342,13466002.752007365,17885377433.0688
0050MR0002290030102768E01_DRCL.JPG,0,7247.0,11648.0,10920.0,9307.0,7383.0,5580.0,4033.0,2985.0,2102.0,1486.0,17309.0,4040.955105981014,13214265.337297767,18008562761.66166
0050MR0002290040102769E01_DRCL.JPG,0,6646.0,10465.0,9844.0,8877.0,7655.0,5880.0,4636.0,3460.0,2480.0,1891.0,17878.0,4280.150940734205,13836381.896923095,18496000023.132698
0050MR0002290050102770E01_DRCL.JPG,0,4665.0,9081.0,10131.0,9520.0,8194.0,6469.0,5041.0,3811.0,2814.0,2016.0,19320.0,4375.952254659554,12966121.016257882,19348710067.121777
0050MR0002290060102771E01_DRCL.JPG,0,4175.0,8820.0,10026.0,9537.0,8166.0,6655.0,5328.0,3991.0,2952.0,2097.0,19461.0,4454.684815405211,12920994.495199174,19719244512.519905
