Image_Name,Class_Label,MSGGGF_0,MSGGGF_1,MSGGGF_2,MSGGGF_3,MSGGGF_4,MSGGGF_5,MSGGGF_6,MSGGGF_7,MSGGGF_8,MSGGGF_9,MSESGF,MSFDMAF,MSSSF,MSSAMF,FDMA,Amp_Mean,Amp_Var,Amp_Skew,Amp_Kurtosis,Sym_X,Sym_Y
0003ML0000000950100115E01_DRCL.JPG,0,9980.0,17046.0,12640.0,7942.0,5122.0,3484.0,2546.0,1872.0,1430.0,1079.0,13636.0,3782.2815727394486,12456263.455196947,17326750586.62858,155.83102416992188,155.83102416992188,335.4062805175781,-0.18767687632852395,0.8449720062272359,14.75594425201416,14.726414680480957
0003ML0000000950100115I01_DRCL.JPG,0,25278.0,20946.0,8635.0,4356.0,2392.0,1456.0,1001.0,591.0,278.0,191.0,7751.0,1572.8791388355899,14442702.61272382,4173039852.136466,121.55206298828125,121.55206298828125,760.691162109375,0.6017543905534253,0.5746660635111525,13.932191848754883,13.912437438964844
0003ML0000000960100116E01_DRCL.JPG,0,12465.0,18439.0,11869.0,7129.0,4553.0,3007.0,2261.0,1685.0,1213.0,863.0,11909.0,3456.136557645652,12248734.302290633,15766323394.79781,153.80203247070312,153.80203247070312,346.41815185546875,-0.2029940170674131,0.6574508028353434,14.567975044250488,14.680376052856445
0003ML0000000960100116I01_DRCL.JPG,0,29963.0,19041.0,7625.0,3701.0,2112.0,1195.0,645.0,435.0,254.0,148.0,7117.0,1451.5084350143652,14395691.153657638,3951597822.2074413,120.75381469726562,120.75381469726562,739.980224609375,0.5809205544566204,0.5231494022508989,13.826193809509277,13.918094635009766
0003ML0000000970100117E01_DRCL.JPG,0,11745.0,16896.0,12069.0,7709.0,5102.0,3508.0,2528.0,1898.0,1254.0,845.0,12957.0,3531.832384097901,12222607.54484956,16312046895.251535,154.45970153808594,154.45970153808594,344.3607177734375,-0.24466731339873415,0.5902137621509551,14.395833969116211,14.53155517578125
0003ML0000000970100117I01_DRCL.JPG,0,27248.0,20161.0,8865.0,4312.0,2043.0,1063.0,696.0,440.0,244.0,126.0,8244.0,1477.5344387034315,14527787.553588293,4110479113.1645436,121.8523178100586,121.8523178100586,725.931396484375,0.5629399781662722,0.4812456050239775,13.746150970458984,13.984106063842773
0003ML0000000980100118E01_DRCL.JPG,0,11617.0,19460.0,13195.0,7650.0,4445.0,2886.0,1953.0,1400.0,954.0,634.0,11885.0,3232.361624907902,12205176.455483526,15051495401.412811,152.90167236328125,152.90167236328125,334.2947998046875,-0.27805389530874736,0.5581392389138058,14.317193031311035,14.364106178283691
0003ML0000000980100118I01_DRCL.JPG,0,31367.0,20707.0,6958.0,2993.0,1431.0,755.0,446.0,286.0,164.0,105.0,6053.0,1304.9100115476213,14736358.666211516,3565025397.939234,119.01629638671875,119.01629638671875,719.7958374023438,0.5827031795329216,0.48548527578132816,13.735494613647461,13.806861877441406
0003ML0000001050100125E01_DRCL.JPG,0,14607.0,21435.0,13603.0,7323.0,3849.0,1993.0,1104.0,674.0,357.0,251.0,9401.0,2583.2224101650672,12385019.027987316,12231407306.834084,148.58233642578125,148.58233642578125,322.6797180175781,-0.35018335101986037,0.6222768629455815,14.393169403076172,14.418237686157227
0003ML0000001130100133E01_DRCL.JPG,0,17891.0,24029.0,12533.0,5686.0,2553.0,1209.0,646.0,384.0,213.0,143.0,6898.0,2263.1309307743827,12692569.047342673,10288078814.878778,144.84156799316406,144.84156799316406,355.0654296875,-0.27967417843186376,0.49874861441365503,14.014602661132812,14.022082328796387
0003ML0000001140100134E01_DRCL.JPG,0,12983.0,20375.0,13821.0,7498.0,4324.0,2385.0,1512.0,977.0,564.0,393.0,11114.0,2895.5546712222667,12407466.294162437,13503069925.551292,150.4273223876953,150.4273223876953,341.72113037109375,-0.28281815667192295,0.5203845598430101,13.939178466796875,14.015146255493164
0003ML0000001150100135E01_DRCL.JPG,0,9179.0,16459.0,13334.0,8614.0,5739.0,3941.0,2647.0,1759.0,1250.0,850.0,15017.0,3609.325202582955,12032722.384615242,16918536113.480648,155.16261291503906,155.16261291503906,335.60552978515625,-0.274491000439014,0.647645475019901,14.182981491088867,14.20992660522461
0003ML0000001150100135I01_DRCL.JPG,0,24700.0,23147.0,9326.0,4050.0,1894.0,898.0,582.0,346.0,188.0,107.0,8205.0,1432.8488838918536,14499822.0039348,3947186963.023972,120.71661376953125,120.71661376953125,741.4591064453125,0.5714649307222341,0.40775888629728385,13.75301742553711,13.838171005249023
