Image_Name,Class_Label,Gabor_0,Gabor_1,Gabor_2,Gabor_3,Gabor_4,Gabor_5,Gabor_6,Gabor_7,Gabor_8,Gabor_9,Gabor_10,Gabor_11,Gabor_12,Gabor_13,Gabor_14,Gabor_15,Gabor_16,Gabor_17,Gabor_18,Gabor_19,Gabor_20,Gabor_21,Gabor_22,Gabor_23,Gabor_24,Gabor_25,Gabor_26,Gabor_27,Gabor_28,Gabor_29,Gabor_30,Gabor_31,Gabor_32,Gabor_33,Gabor_34,Gabor_35,Canny_Edges,Hist_0,Hist_1,Hist_2,Hist_3,Hist_4,Hist_5,Hist_6,Hist_7,Hist_8,Hist_9,Mean,Variance,Skewness,Kurtosis
0003ML0000000950100115E01_DRCL.JPG,0,56.98539733886719,11089.39866676717,198387.0,36.94966125488281,7977.134322089842,54635.0,48.41697692871094,9833.484775870806,174141.0,63.657928466796875,11957.308524175547,253936.0,57.073150634765625,11079.531788877212,226134.0,42.28828430175781,8888.798346629133,72427.0,54.6185302734375,10738.530658826232,210666.0,63.95513916015625,11989.659394975752,236370.0,65.51976013183594,11997.549719400471,572289.0,33.090301513671875,7233.151788263582,75950.0,61.856536865234375,11551.161364129744,540028.0,40.85844421386719,8604.304257003358,120187.0,13636.0,0.0,123.0,1055.0,2039.0,7981.0,39553.0,12422.0,2013.0,342.0,8.0,141.1426544189453,462.55644720210694,-0.7716249438826714,3.434041579894971
0003ML0000000950100115I01_DRCL.JPG,0,46.036773681640625,9490.85133934673,108642.0,29.354156494140625,6564.762329525314,37832.0,46.592529296875,9505.170820653439,306908.0,55.13475036621094,10845.50685149408,179449.0,4.5507354736328125,1122.6789444664028,7005.0,2.8619232177734375,713.0287405883428,3111.0,7.0480194091796875,1715.5932599322405,24721.0,8.390518188476562,2050.117804992711,8387.0,2.7589569091796875,660.6331976668444,12475.0,0.04583740234375,10.915196295827627,212.0,4.3353271484375,1047.3052497953176,14766.0,0.078948974609375,18.85063961800188,348.0,7751.0,1.0,100.0,750.0,1558.0,6072.0,50052.0,6386.0,588.0,29.0,0.0,139.33274841308594,275.5239067894872,-1.6720472819311738,7.064824547605507
0003ML0000000960100116E01_DRCL.JPG,0,54.40869140625,10723.74340224266,197266.0,37.10406494140625,8005.532352861017,56950.0,42.8123779296875,8950.015823349357,127584.0,56.29035949707031,10992.624294267735,218263.0,53.53877258300781,10579.96312681376,214273.0,39.68299865722656,8441.946766618406,71145.0,45.43269348144531,9348.314103865763,176281.0,57.26783752441406,11123.432672850555,203187.0,59.81697082519531,11294.812676468631,505335.0,27.614669799804688,6185.20141992881,62843.0,48.39512634277344,9695.90272832266,378545.0,33.16481018066406,7237.476606525248,93593.0,11909.0,1.0,58.0,672.0,1462.0,6086.0,42496.0,12387.0,2067.0,298.0,9.0,143.10406494140625,373.15671199187636,-0.6760264384360742,4.266729477209881
0003ML0000000960100116I01_DRCL.JPG,0,42.530914306640625,8916.997762567364,97374.0,29.268402099609375,6547.868878281675,39452.0,38.20448303222656,8111.883708540117,267355.0,47.90711975097656,9774.206873137271,150155.0,4.54608154296875,1121.965253200382,6610.0,2.56976318359375,641.1716467700899,2684.0,6.7366790771484375,1642.5697764714714,24543.0,6.4997711181640625,1599.433349556988,6701.0,2.5794677734375,617.7921773046255,11298.0,0.0222930908203125,4.963354946812615,191.0,3.8837127685546875,938.9169734956231,13837.0,0.0620880126953125,14.882909605046734,259.0,7117.0,5.0,66.0,453.0,999.0,4212.0,51995.0,7306.0,491.0,9.0,0.0,141.39358520507812,210.7722147097811,-1.855350581368599,9.924357819314844
0003ML0000000970100117E01_DRCL.JPG,0,55.17230224609375,10844.797704514116,174552.0,40.487701416015625,8591.8652662253,70790.0,42.14283752441406,8849.501646391815,106809.0,56.4444580078125,11037.439084276557,159866.0,57.546478271484375,11135.589514574967,238538.0,44.19482421875,9201.268867254257,83340.0,48.57246398925781,9850.48888959526,172013.0,59.1064453125,11369.818228721619,210398.0,64.86080932617188,11901.62399753835,606576.0,30.594284057617188,6763.079367352417,69359.0,51.200469970703125,10122.786380394362,382534.0,35.690093994140625,7699.224728531204,100334.0,12957.0,1.0,83.0,551.0,1471.0,6331.0,41503.0,13372.0,2048.0,171.0,5.0,142.78839111328125,367.5732941888273,-0.6500316236635255,3.79629764222354
0003ML0000000970100117I01_DRCL.JPG,0,42.69169616699219,8945.575496231904,93707.0,34.19819641113281,7477.626626996091,51885.0,38.60627746582031,8195.861050070962,251971.0,49.71052551269531,10071.881979057333,112817.0,5.4295806884765625,1334.9265901928302,8237.0,3.285552978515625,817.578402123414,3470.0,7.0132904052734375,1707.9851291512605,24543.0,7.5509490966796875,1850.4290142969694,7715.0,3.0765533447265625,737.6731404399034,13161.0,0.0506134033203125,11.907884450396523,275.0,3.8398284912109375,925.6651867625769,14547.0,0.098114013671875,23.808000593446195,336.0,8244.0,0.0,71.0,462.0,915.0,4408.0,51146.0,8179.0,355.0,0.0,0.0,141.03392028808594,206.96279289550148,-1.8345618828039536,9.316135201757156
0003ML0000000980100118E01_DRCL.JPG,0,42.66932678222656,8927.143783274805,124595.0,32.8116455078125,7217.03993152082,55006.0,34.920135498046875,7596.300659014843,68462.0,43.55479431152344,9096.081683862722,93711.0,53.24476623535156,10542.005809094524,198349.0,43.38433837890625,9069.932911451906,78396.0,44.829071044921875,9268.467914639972,136976.0,55.54351806640625,10897.825803931803,169600.0,65.01020812988281,11942.203371746233,534481.0,27.727584838867188,6207.571740297368,59909.0,49.66510009765625,9914.60820948705,313082.0,32.36744689941406,7093.208717517322,80959.0,11885.0,0.0,34.0,348.0,1039.0,4692.0,40225.0,17298.0,1719.0,172.0,9.0,145.6446075439453,301.63805472268723,-0.7008598734655512,4.571180432644191
0003ML0000000980100118I01_DRCL.JPG,0,29.995834350585938,6668.368100933498,61505.0,25.925140380859375,5884.054393596016,37076.0,31.567184448242188,6917.81082438468,228167.0,35.19158935546875,7653.019751038402,61372.0,3.6241455078125,896.4282219260931,5642.0,2.28338623046875,570.1674949787557,2464.0,4.83013916015625,1181.8800523243845,22998.0,4.915496826171875,1217.295868246816,4926.0,2.0751190185546875,493.07313826098107,10519.0,0.017578125,3.9705162048339844,136.0,3.0533447265625,735.9926072210073,11974.0,0.0413818359375,9.922848090529442,176.0,6053.0,0.0,41.0,402.0,700.0,2772.0,50188.0,11189.0,244.0,0.0,0.0,143.81723022460938,174.29627660568804,-2.355689929415305,12.613768451519944
0003ML0000001050100125E01_DRCL.JPG,0,27.916091918945312,6266.414361411473,54521.0,29.912109375,6674.520137786865,36642.0,23.699203491210938,5418.677938818699,46727.0,16.073440551757812,3811.803612222662,14011.0,45.169219970703125,9323.082845314406,137566.0,48.67236328125,9907.723800420761,105734.0,39.4305419921875,8376.278897508979,99306.0,32.78031921386719,7209.255100337556,43503.0,53.49851989746094,10465.672971442109,355261.0,24.172882080078125,5496.5317878117785,51754.0,40.79850769042969,8505.410374359926,230841.0,20.356658935546875,4708.23891378846,37354.0,9401.0,0.0,2.0,44.0,233.0,2075.0,42733.0,18818.0,1504.0,126.0,1.0,148.3595733642578,176.2157234752085,0.21831435546330788,4.0055598764392055
0003ML0000001130100133E01_DRCL.JPG,0,22.631759643554688,5193.7475624920335,50097.0,20.478713989257812,4762.822300811997,26421.0,21.880569458007812,5042.6112398856785,41693.0,15.740814208984375,3736.976401827298,15336.0,38.61769104003906,8222.752597793704,114211.0,32.23895263671875,7100.792144801468,54376.0,23.502716064453125,5360.816398872994,61870.0,30.561294555664062,6785.508511043852,44113.0,49.42401123046875,9867.740624632686,324152.0,14.873306274414062,3516.746415130561,29231.0,23.58807373046875,5312.957697119564,108252.0,14.14288330078125,3353.8166815303266,27260.0,6898.0,0.0,0.0,43.0,141.0,1206.0,35623.0,26873.0,1494.0,150.0,6.0,151.4599609375,157.90891933441162,0.14073565820921016,4.802252442913658
